Customer ID,Gender,Age,Married,City,Zip Code,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Category,Churn Reason
6330-JKLPC,Male,42,Yes,Somis,93066.00,11,Offer D,Yes,11.50,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.50,896.90,126.50,1023.40,Churned,Dissatisfaction,Product dissatisfaction
6331-EWIEB,Male,49,No,El Monte,91731.00,20,Offer D,Yes,1.36,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.25,1734.50,27.20,1761.70,Churned,Other,Moved
6331-LWDTQ,Male,49,No,Rialto,92377.00,10,None,Yes,33.75,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,72.15,794.25,337.50,1211.75,Churned,Dissatisfaction,Limited range of services
6345-ULYRW,Male,68,Yes,Laguna Beach,92651.00,44,None,Yes,24.62,Yes,Yes,Cable,No,Yes,No,No,No,Yes,Yes,Yes,One Year,No,Credit Card,88.40,3912.90,1083.28,4996.18,Churned,Competitor,Competitor made better offer
6347-DCUIK,Male,28,No,Los Angeles,90043.00,10,Offer D,Yes,29.24,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,74.15,811.80,292.40,1104.20,Churned,Attitude,Attitude of support person
6352-TWCAU,Female,32,No,San Diego,92130.00,35,None,Yes,19.07,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.45,3029.10,667.45,3696.55,Churned,Competitor,Competitor made better offer
6356-ELRKD,Female,29,No,Rancho Mirage,92270.00,1,None,Yes,6.67,No,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.60,95.60,6.67,102.27,Churned,Other,Don't know
6358-LYNGM,Male,26,No,Mariposa,95338.00,1,Offer E,Yes,1.84,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,74.90,74.90,1.84,76.74,Churned,Other,Moved
6365-MTGZX,Male,44,No,Glendale,91206.00,24,None,Yes,24.76,No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.00,2122.45,594.24,2716.69,Churned,Competitor,Competitor had better devices
6372-RFVNS,Female,55,Yes,Placentia,92870.00,1,Offer E,Yes,28.04,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,78.80,78.80,28.04,106.84,Churned,Attitude,Attitude of service provider
6376-GAHQE,Male,48,No,Dutch Flat,95714.00,4,Offer E,Yes,42.80,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,77.85,299.20,171.20,480.40,Churned,Other,Don't know
6379-RXJRQ,Male,42,Yes,Modesto,95358.00,10,None,Yes,22.03,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.10,659.65,220.30,845.26,Churned,Dissatisfaction,Network reliability
6386-SZZKH,Female,38,Yes,San Diego,92126.00,49,None,Yes,6.45,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,107.95,5293.20,316.05,5609.25,Churned,Competitor,Competitor made better offer
6390-DSAZX,Female,21,No,San Diego,92122.00,1,None,Yes,6.19,No,Yes,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,73.60,73.60,6.19,79.79,Churned,Competitor,Competitor made better offer
6393-WRYZE,Female,35,Yes,Bridgeville,95526.00,34,None,Yes,43.33,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,97.65,3207.55,1473.22,4680.77,Churned,Other,Don't know
6394-MFYNG,Female,20,No,Solana Beach,92075.00,48,None,Yes,5.19,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,107.40,5121.30,249.12,5370.42,Churned,Attitude,Attitude of support person
6400-BWQKW,Female,51,No,San Mateo,94402.00,6,None,Yes,19.74,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.05,434.50,118.44,552.94,Churned,Dissatisfaction,Network reliability
6402-ZFPPI,Female,75,No,Fair Oaks,95628.00,25,None,Yes,36.50,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,102.80,2660.20,912.50,3572.70,Churned,Price,Price too high
6410-LEFEN,Female,38,No,San Diego,92108.00,9,None,Yes,15.62,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,45.15,416.45,140.58,557.03,Churned,Dissatisfaction,Product dissatisfaction
6413-XKKPU,Male,54,Yes,Sierra City,96125.00,17,None,Yes,19.19,No,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.40,1539.45,326.23,1865.68,Churned,Dissatisfaction,Service dissatisfaction
6416-TVAIH,Male,39,Yes,San Francisco,94127.00,1,Offer E,Yes,30.62,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,68.50,68.50,30.62,99.12,Churned,Competitor,Competitor offered more data
6424-ELEYH,Female,39,Yes,Lebec,93243,3,Offer E,Yes,35.18,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.75,229.5,105.54,335.04,Churned,Competitor,Competitor had better devices
6425-YQLLO,Female,68,Yes,Pinole,94564.00,66,None,Yes,27.75,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Credit Card,105.95,6975.25,1831.50,8806.75,Churned,Other,Don't know
6432-TWQLB,Male,51,Yes,Rosemead,91770.00,5,Offer E,Yes,42.29,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.40,401.10,211.45,567.18,Churned,Dissatisfaction,Network reliability
6437-UKHMV,Female,31,No,Moreno Valley,92557.00,7,None,Yes,28.92,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.70,586.05,202.44,788.49,Churned,Attitude,Attitude of support person
6439-GTPCA,Female,29,No,San Diego,92129.00,45,None,Yes,4.48,Yes,Yes,Cable,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,87.25,3941.70,201.60,4143.30,Churned,Competitor,Competitor made better offer
6457-GIRWB,Male,57,No,Carlsbad,92008.00,1,None,Yes,22.03,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.35,69.35,22.03,91.38,Churned,Attitude,Attitude of service provider
6457-USBER,Male,34,No,San Diego,92121.00,1,None,Yes,41.77,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,80.80,80.80,41.77,122.57,Churned,Competitor,Competitor made better offer
6467-CHFZW,Male,61,Yes,Los Angeles,90028.00,47,None,Yes,31.35,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.35,4749.15,1473.45,6222.60,Churned,Competitor,Competitor had better devices
6474-FVJLC,Male,61,No,Sherman Oaks,91423.00,2,Offer E,Yes,43.47,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,86.00,165.45,86.94,252.39,Churned,Attitude,Attitude of support person
6481-OGDOO,Male,31,Yes,San Diego,92129.00,67,Offer A,Yes,30.75,No,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Yes,One Year,Yes,Credit Card,90.60,6056.15,2060.25,8116.40,Churned,Competitor,Competitor made better offer
6496-SLWHQ,Male,68,No,Moraga,94556.00,3,Offer E,Yes,35.43,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,105.00,294.45,106.29,400.74,Churned,Attitude,Attitude of support person
6502-HCJTI,Male,78,Yes,Lakewood,90712.00,7,None,Yes,9.70,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,94.70,673.10,67.90,741.00,Churned,Attitude,Attitude of service provider
6502-MJQAE,Male,27,No,Escondido,92027.00,1,None,Yes,46.21,No,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,69.60,69.60,46.21,115.81,Churned,Competitor,Competitor made better offer
6513-EECDB,Male,75,Yes,San Francisco,94114,1,None,Yes,36.92,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73.55,73.55,36.92,110.47,Churned,Price,Price too high
6518-LGAOV,Female,60,Yes,San Diego,92121.00,38,None,Yes,19.08,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.00,4026.40,725.04,4751.44,Churned,Other,Don't know
6521-YYTYI,Male,59,No,Navarro,95463.00,1,Offer E,Yes,7.99,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.30,93.30,7.99,101.29,Churned,Other,Moved
6543-XRMYR,Female,73,No,Stockton,95209.00,30,None,Yes,43.61,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,99.70,2967.35,1308.30,4355.65,Churned,Dissatisfaction,Product dissatisfaction
6583-QGCSI,Female,79,Yes,Indian Wells,92210.00,50,Offer B,Yes,37.12,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,88.05,4367.35,1856.00,6323.35,Churned,Competitor,Competitor made better offer
6595-COKXZ,Female,63,No,Plymouth,95669.00,1,Offer E,Yes,48.31,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,44.45,44.45,48.31,92.76,Churned,Attitude,Attitude of service provider
6595-YGXIT,Male,71,No,Boulder Creek,95006.00,25,Offer C,Yes,47.66,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,88.95,2291.20,1191.50,3482.70,Churned,Competitor,Competitor made better offer
6599-CEBNN,Female,63,No,San Diego,92122.00,34,Offer C,Yes,1.55,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,73.95,2524.45,52.70,2577.15,Churned,Competitor,Competitor made better offer
6599-RCLCJ,Male,54,Yes,Fallbrook,92028.00,47,Offer B,Yes,7.62,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,109.55,5124.55,358.14,5482.69,Churned,Competitor,Competitor made better offer
6608-QQLVK,Male,35,No,Bangor,95914.00,1,None,Yes,39.58,No,Yes,DSL,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.50,50.50,39.58,90.08,Churned,Competitor,Competitor made better offer
6615-NGGZJ,Male,56,No,Buellton,93427.00,14,None,Yes,36.97,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.55,1415.55,517.58,1933.13,Churned,Dissatisfaction,Service dissatisfaction
6618-RYATB,Female,56,No,North Hollywood,91605.00,1,Offer E,Yes,5.10,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,79.55,79.55,5.10,84.65,Churned,Price,Price too high
6629-CZTTH,Male,62,No,Orange,92865.00,1,None,Yes,48.22,No,Yes,Cable,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,55.70,55.70,48.22,103.92,Churned,Dissatisfaction,Product dissatisfaction
6633-MPWBS,Male,47,No,Woodland,95776.00,5,Offer E,Yes,7.31,No,Yes,DSL,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.20,216.90,36.55,253.45,Churned,Competitor,Competitor offered more data
6635-MYYYZ,Female,59,No,Trinity Center,96091.00,30,None,Yes,43.01,No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,No,Bank Withdrawal,85.35,2530.40,1290.30,3840.70,Churned,Competitor,Competitor made better offer
6641-XRPSU,Female,61,No,San Lorenzo,94580.00,34,Offer C,Yes,4.66,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70.00,2416.10,158.44,2563.54,Churned,Competitor,Competitor offered more data
6646-QVXLR,Male,77,Yes,Napa,94558.00,62,None,Yes,7.11,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.75,6383.35,440.82,6824.17,Churned,Competitor,Competitor had better devices
6646-VRFOL,Male,74,Yes,Larkspur,94939.00,53,None,Yes,39.36,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,103.85,5485.50,2086.08,7571.58,Churned,Competitor,Competitor had better devices
6651-AZVTJ,Male,27,Yes,Pomona,91768.00,49,None,Yes,46.94,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,99.80,4872.45,2300.06,7302.51,Churned,Attitude,Attitude of support person
6653-CBBOM,Female,57,No,Compton,90221.00,1,Offer E,Yes,15.92,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.30,70.30,15.92,86.22,Churned,Dissatisfaction,Service dissatisfaction
6661-HBGWL,Female,69,No,Mineral,96063.00,42,None,Yes,16.22,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,104.75,4323.45,681.24,5004.69,Churned,Dissatisfaction,Network reliability
6664-FPDAC,Female,77,No,San Diego,92115,56,Offer B,Yes,19.46,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,111.95,6418.9,1089.76,7508.66,Churned,Attitude,Attitude of service provider
6680-NENYN,Female,24,No,San Diego,92122.00,43,None,Yes,12.88,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,104.60,4759.85,553.84,5313.69,Churned,Competitor,Competitor made better offer
6680-WKXRZ,Female,32,No,Antioch,94509.00,3,None,Yes,23.82,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,74.40,215.80,71.46,287.26,Churned,Other,Don't know
6682-QJDGB,Male,20,No,San Diego,92109.00,40,None,Yes,8.08,No,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,55.25,2139.20,323.20,2462.40,Churned,Competitor,Competitor made better offer
6683-VLCTZ,Male,73,No,San Diego,92129.00,20,None,Yes,44.44,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,98.55,1842.80,888.80,2851.60,Churned,Competitor,Competitor made better offer
6686-YPGHK,Male,65,No,Long Beach,90808.00,47,None,Yes,36.58,No,Yes,Fiber Optic,Yes,No,No,No,No,Yes,Yes,No,Month-to-Month,No,Credit Card,85.50,4042.30,1719.26,5811.56,Churned,Other,Moved
6688-UZPWD,Female,36,Yes,Palm Springs,92262.00,11,None,Yes,7.89,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,102.00,1145.35,86.79,1232.14,Churned,Competitor,Competitor offered more data
6689-KXGBO,Female,36,No,San Luis Obispo,93401.00,1,None,Yes,30.96,No,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,50.55,50.55,30.96,81.51,Churned,Dissatisfaction,Product dissatisfaction
6689-TCZHQ,Female,70,No,Claremont,91711.00,5,Offer E,Yes,12.27,No,Yes,Fiber Optic,No,No,No,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,78.95,378.40,61.35,439.75,Churned,Attitude,Attitude of support person
6692-UDPJC,Female,61,Yes,South El Monte,91733.00,14,None,Yes,9.13,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91.65,1301.00,127.82,1428.82,Churned,Dissatisfaction,Network reliability
6711-FLDFB,Female,62,No,Big Oak Flat,95305.00,7,Offer E,Yes,46.79,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.90,541.15,327.53,868.68,Churned,Competitor,Competitor had better devices
6711-VTNRE,Female,42,No,Tranquillity,93668.00,36,None,Yes,27.72,No,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,87.55,3078.10,997.92,4076.02,Churned,Competitor,Competitor had better devices
6712-OAWRH,Female,79,No,San Bernardino,92408.00,26,Offer C,Yes,34.69,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91.25,2351.80,901.94,3253.74,Churned,Attitude,Attitude of support person
6715-OFDBP,Male,52,No,Palo Alto,94304.00,5,None,Yes,14.26,No,Yes,DSL,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,70.05,346.40,71.30,417.70,Churned,Price,Price too high
6769-DCQLI,Male,21,No,Pope Valley,94567.00,52,None,Yes,49.29,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,105.00,5426.85,2563.08,7989.93,Churned,Other,Don't know
6769-DYBQN,Male,77,No,Clearlake,95422.00,46,None,Yes,36.78,No,Yes,Fiber Optic,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,85.00,3969.40,1691.88,5661.28,Churned,Attitude,Attitude of support person
6771-XWBDM,Female,47,Yes,White Water,92282.00,57,None,Yes,40.13,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,104.50,5921.35,2287.41,8208.76,Churned,Dissatisfaction,Product dissatisfaction
6772-KSATR,Male,31,No,Eagleville,96110.00,1,Offer E,Yes,9.81,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.70,81.70,9.81,91.51,Churned,Dissatisfaction,Service dissatisfaction
6777-TGHTM,Female,44,No,San Francisco,94122.00,53,None,Yes,29.80,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,106.95,5785.50,1579.40,7364.90,Churned,Competitor,Competitor had better devices
6797-LNAQX,Male,34,Yes,Poway,92064.00,70,Offer A,Yes,29.59,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,98.30,6859.50,2071.30,8950.80,Churned,Competitor,Competitor had better devices
6804-GDMOI,Female,39,No,Brea,92823.00,61,None,Yes,41.23,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,106.60,6428.40,2515.03,8943.43,Churned,Competitor,Competitor offered more data
6818-WOBHJ,Female,70,Yes,Fulton,95439.00,68,Offer A,Yes,24.13,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.60,6127.60,1640.84,7768.44,Churned,Competitor,Competitor had better devices
6821-BUXUX,Female,28,No,Temecula,92592.00,13,Offer D,Yes,17.02,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.65,1244.50,221.26,1465.76,Churned,Competitor,Competitor made better offer
6825-UYPFK,Female,47,No,Sun City,92586.00,23,Offer D,Yes,27.61,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.60,1758.60,635.03,2393.63,Churned,Dissatisfaction,Network reliability
6839-ITVZJ,Female,35,Yes,Los Angeles,90037.00,26,None,Yes,22.33,Yes,Yes,DSL,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,60.05,1616.15,580.58,2196.73,Churned,Other,Don't know
6845-RGTYS,Female,29,Yes,San Diego,92117.00,47,None,Yes,2.87,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.75,4533.70,134.89,4668.59,Churned,Competitor,Competitor made better offer
6849-OYAMU,Male,56,Yes,Indio,92201.00,19,None,Yes,43.95,No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,100.00,1888.65,835.05,2723.70,Churned,Competitor,Competitor offered more data
6857-VWJDT,Female,45,No,Santa Cruz,95060.00,1,Offer E,Yes,32.33,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,95.65,95.65,32.33,127.98,Churned,Attitude,Attitude of service provider
6861-XWTWQ,Male,71,Yes,Napa,94559.00,7,None,Yes,42.92,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.25,665.45,300.44,965.89,Churned,Attitude,Attitude of support person
6876-ADESB,Male,22,No,Etna,96027.00,1,None,Yes,34.40,No,Yes,Cable,No,No,Yes,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,48.95,48.95,34.40,83.35,Churned,Competitor,Competitor offered higher download speeds
6877-LGWXO,Male,66,Yes,Pleasanton,94588.00,18,Offer D,Yes,4.98,No,Yes,Fiber Optic,No,No,No,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,78.55,1422.65,89.64,1512.29,Churned,Attitude,Attitude of support person
6877-TJMBR,Male,21,Yes,Orinda,94563.00,1,Offer E,Yes,37.83,No,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.80,84.80,37.83,122.63,Churned,Dissatisfaction,Network reliability
6892-EZDTG,Female,55,Yes,Kings Beach,96143.00,4,Offer E,Yes,21.81,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91.65,365.40,87.24,452.64,Churned,Price,Extra data charges
6892-XPFPU,Male,70,Yes,Pasadena,91107.00,24,Offer C,Yes,49.76,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.25,2433.90,1194.24,3628.14,Churned,Competitor,Competitor offered higher download speeds
6894-LFHLY,Male,79,No,Escondido,92027.00,1,None,Yes,8.35,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.75,75.75,8.35,84.10,Churned,Competitor,Competitor made better offer
6899-PPEEA,Female,66,No,Vallejo,94590.00,37,None,Yes,3.30,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.55,3580.30,122.10,3702.40,Churned,Attitude,Attitude of service provider
6900-PXRMS,Male,72,Yes,Spring Valley,91978.00,26,Offer C,Yes,1.26,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,105.75,2710.25,32.76,2833.01,Churned,Dissatisfaction,Product dissatisfaction
6905-NIQIN,Male,26,No,San Diego,92122.00,1,Offer E,Yes,14.78,No,Yes,DSL,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,No,Credit Card,50.65,50.65,14.78,65.43,Churned,Competitor,Competitor made better offer
6906-ANDWJ,Male,39,Yes,Vina,96092.00,15,Offer D,Yes,34.63,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.90,1107.25,519.45,1626.70,Churned,Dissatisfaction,Lack of self-service on Website
6907-NZZIJ,Female,54,No,Santa Monica,90402.00,36,None,Yes,13.35,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,99.15,3615.60,480.60,4126.20,Churned,Competitor,Competitor had better devices
6910-HADCM,Female,63,No,Long Beach,90808.00,1,None,Yes,7.26,No,Yes,Cable,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,76.35,76.35,7.26,83.61,Churned,Attitude,Attitude of support person
6923-EFPNL,Male,39,No,Silverado,92676,4,None,Yes,9.98,Yes,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,51.75,201.1,39.92,241.02,Churned,Competitor,Competitor had better devices
6927-WTFIV,Male,78,No,Redwood City,94061.00,20,Offer D,Yes,5.71,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,71.30,1389.20,114.20,1503.40,Churned,Attitude,Attitude of service provider
6941-PMGEP,Female,26,No,Novato,94945.00,5,Offer E,Yes,43.99,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,80.00,412.50,219.95,602.45,Churned,Competitor,Competitor made better offer
6946-LMSQS,Male,80,Yes,Temecula,92592.00,25,Offer C,Yes,33.63,Yes,Yes,Fiber Optic,Yes,No,No,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,89.05,2177.45,840.75,3018.20,Churned,Competitor,Competitor made better offer
6956-SMUCM,Female,29,No,Miranda,95553.00,3,None,Yes,33.39,No,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,99.00,287.40,100.17,397.57,Churned,Competitor,Competitor offered higher download speeds
6959-UWKHF,Male,47,No,Alpaugh,93201.00,1,Offer E,Yes,4.02,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,42.90,42.90,4.02,46.92,Churned,Competitor,Competitor had better devices
6960-HVYXR,Female,20,No,Rio Linda,95673.00,1,None,Yes,35.01,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,76.00,76.00,35.01,111.01,Churned,Competitor,Competitor made better offer
